author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Таврида Девелопмент;developer;https://krym.cian.ru/sale/flat/308884460/;Зеленоград;sale;flat;2;20;2;46.3;18983000;;;;;Новая Ливадия
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/308802493/;Зеленоград;sale;flat;10;20;3;110.7;122000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
ID 18174647;realtor;https://www.cian.ru/sale/flat/301450189/;Зеленоград;sale;flat;26;31;5;246.7;286355351;Очаково-Матвеевское;Нежинская ;1к1;Давыдково;Кутузовская Ривьера
Дипломат;developer;https://krym.cian.ru/sale/flat/292125018/;Зеленоград;sale;flat;2;8;2;66.0;22622160;;;;;Резиденция Дипломат
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/306604445/;Зеленоград;sale;flat;6;7;4;160.0;99999000;Тверской;Тверская ;27С2;Маяковская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/275836899/;Зеленоград;sale;flat;11;12;5;303.0;528508199;Хамовники;Трубецкая ;12;Фрунзенская;Садовые кварталы
Таврида Девелопмент;developer;https://krym.cian.ru/sale/flat/304428700/;Зеленоград;sale;flat;2;20;1;25.04;10141200;;;;;Новая Ливадия
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/297733877/;Зеленоград;sale;flat;80;85;4;294.6;412440000;Пресненский;Московский международный деловой центр Москва-Сити тер.;;Деловой центр;
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/308071697/;Зеленоград;sale;flat;2;4;4;210.0;125970000;Тверской;Петровский переулок;5С4;Пушкинская;
Дипломат;developer;https://krym.cian.ru/sale/flat/292124957/;Зеленоград;sale;flat;2;5;1;65.7;24860880;;;;;Резиденция Дипломат
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/306567075/;Зеленоград;sale;flat;2;10;3;115.0;101000000;Тверской;Большая Грузинская ;69;Белорусская;Четыре Ветра
Светлана Анисимова;realtor;https://www.cian.ru/sale/flat/308703083/;Зеленоград;sale;flat;21;31;2;55.7;21990000;Богородское;Тюменский проезд;3к1;Бульвар Рокоссовского;Преображение
Неометрия;developer;https://sochi.cian.ru/sale/flat/302445049/;Зеленоград;sale;flat;2;10;2;33.0;31491900;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
hoomie;real_estate_agent;https://www.cian.ru/sale/flat/305679511/;Зеленоград;sale;flat;11;20;4;90.71;32501393;Даниловский;Автозаводская ;26;Тульская;FORST
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/308711044/;Зеленоград;sale;flat;8;22;1;40.0;13290000;Марьино; Верхние Поля;36К2;Люблино;
Сармат;developer;https://krasnodar.cian.ru/sale/flat/307540476/;Зеленоград;sale;flat;2;16;2;64.3;6751500;Прикубанский; Западный обход;65/1;;Cармат
Рента;real_estate_agent;https://www.cian.ru/sale/flat/307983948/;Зеленоград;sale;flat;3;9;5;234.8;125000000;Тверской;Краснопролетарская ;7;Новослободская;Ласточкино гнездо
ID 111783;homeowner;https://www.cian.ru/sale/flat/307780900/;Зеленоград;sale;flat;5;14;3;104.0;29600000;Коптево; Космонавта Волкова;29К1;Красный Балтиец;
Интеллект;developer;https://krym.cian.ru/sale/flat/306043753/;Зеленоград;sale;flat;5;13;2;36.33;12249111;;;;;Парковая Резиденция
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/307770341/;Зеленоград;sale;flat;9;18;4;176.6;98000000;Хорошевский; Гризодубовой;4К4;ЦСКА;Гранд-парк
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307823693/;Зеленоград;sale;flat;11;15;4;103.7;50000000;Замоскворечье;Валовая ;6;Павелецкая;
Неометрия;developer;https://sochi.cian.ru/sale/flat/302444728/;Зеленоград;sale;flat;8;10;1;22.2;26140500;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/308881807/;Зеленоград;sale;flat;9;11;4;169.5;79970000;Хорошевский; Куусинена;21А;Зорге;
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/307220600/;Зеленоград;sale;flat;1;5;3;65.1;17500000;Марьина роща;4-й Стрелецкий проезд;13;Савёловская;
Сармат;developer;https://krasnodar.cian.ru/sale/flat/307540724/;Зеленоград;sale;flat;2;16;1;37.9;5306000;Прикубанский; Западный обход;65/1;;Cармат
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/308710833/;Зеленоград;sale;flat;3;10;4;180.0;212000000;Дорогомилово;;3к1;Парк Победы;Виктори Парк Резиденсез ЖК
ID 74991203;homeowner;https://www.cian.ru/sale/flat/308079051/;Зеленоград;sale;flat;3;24;2;53.2;19570000;Донской;Новоданиловская набережная;8к2;Верхние котлы;Новоданиловская 8
Интеллект;developer;https://krym.cian.ru/sale/flat/295983885/;Зеленоград;sale;flat;2;13;1;38.3;12928244;;;;;Парковая Резиденция
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/308825551/;Зеленоград;sale;flat;2;12;3;106.2;53000000;Хорошевский;Ходынский бульвар;19;ЦСКА;Гранд-парк
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/305640017/;Зеленоград;sale;flat;3;5;5;155.0;85000000;Арбат; Арбат;40;Смоленская;
Интеллект;developer;https://krym.cian.ru/sale/flat/291497607/;Зеленоград;sale;flat;2;20;2;49.18;12718487;;;;;Крымская Резиденция
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308015928/;Зеленоград;sale;flat;28;37;4;177.3;215000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308074172/;Зеленоград;sale;flat;8;11;3;134.5;90000000;Якиманка; Серафимовича;2;Боровицкая;
Эталон;developer;https://ekb.cian.ru/sale/flat/308412109/;Зеленоград;sale;flat;3;5;2;40.69;5821699;;;;;Балтым-Парк
hoomie;real_estate_agent;https://www.cian.ru/sale/flat/305679858/;Зеленоград;sale;flat;11;20;3;87.02;32910964;Даниловский;;;Тульская;Форст ЖК
Марина Кузьмина;realtor;https://www.cian.ru/sale/flat/306000498/;Зеленоград;sale;flat;3;6;3;67.0;19700000;Нагатино-Садовники;Нагатинская ;29К1;Коломенская;
Перспектива;developer;https://krym.cian.ru/sale/flat/305496512/;Зеленоград;sale;flat;3;8;2;76.9;23000000;Восход пгт; Наташинская;2Ж;;Монако
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/293126875/;Зеленоград;sale;flat;21;23;4;244.1;78000000;Хорошевский; Гризодубовой;2;ЦСКА;Гранд-парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/301496697/;Зеленоград;sale;flat;3;5;3;82.9;42900000;Тверской;1-й Самотечный переулок;17А;Достоевская;
СК10;developer;https://rostov.cian.ru/sale/flat/289997272/;Зеленоград;sale;flat;19;25;2;38.54;5140000;Советский;;;;Малина парк
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/288460497/;Зеленоград;sale;flat;6;6;4;324.5;250000000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/307151489/;Зеленоград;sale;flat;4;5;4;98.5;46000000;Тверской;2-й Волконский переулок;12;Цветной бульвар;
РКС Девелопмент;developer;https://krasnodar.cian.ru/sale/flat/306944508/;Зеленоград;sale;flat;2;7;2;56.5;13627800;;;;;Anapolis Residence
ID 12530791;unknown;https://www.cian.ru/sale/flat/303761506/;Зеленоград;sale;flat;38;78;1;58.0;58500000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308275177/;Зеленоград;sale;flat;5;8;4;100.0;57000000;Гагаринский; Строителей;6К6;Университет;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/306297919/;Зеленоград;sale;flat;2;18;2;49.5;7730000;Верх-Исетский;;;Площадь 1905 года;Русь XXI ЖК
Правовой центр жилья;real_estate_agent;https://www.cian.ru/sale/flat/308734826/;Зеленоград;sale;flat;3;8;3;121.3;206000000;Красносельский;Костянский переулок;13;Сретенский бульвар;Клубный дом TURGENEV
ID 95814020;realtor;https://www.cian.ru/sale/flat/308490853/;Зеленоград;sale;flat;12;17;2;71.0;17500000;; Никитина;11к4;Рассказовка;
Интеллект;developer;https://krym.cian.ru/sale/flat/306356337/;Зеленоград;sale;flat;7;20;1;24.84;8609974;;;;;Крымская Резиденция
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/305736633/;Зеленоград;sale;flat;35;41;3;97.4;95000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
SUNRISE Estate;real_estate_agent;https://www.cian.ru/sale/flat/308563003/;Зеленоград;sale;flat;9;19;4;140.7;67990000;Хорошево-Мневники;Шелепихинская набережная;34к1зд4;Шелепиха;Сердце Столицы
Эталон;developer;https://ekb.cian.ru/sale/flat/308412177/;Зеленоград;sale;flat;2;5;1;38.08;5498522;;;;;Балтым-Парк
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/306130662/;Зеленоград;sale;flat;2;17;5;242.0;239900000;Пресненский; Сергея Макеева;9к2;Улица 1905 года;RedSide
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/302537359/;Зеленоград;sale;flat;2;14;3;120.0;89000000;Замоскворечье;Мытная ;7с2;Серпуховская;Английский квартал
Перспектива;developer;https://krym.cian.ru/sale/flat/305496510/;Зеленоград;sale;flat;2;8;1;70.3;16000000;Восход пгт; Наташинская;2Ж;;Монако
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/306890254/;Зеленоград;sale;flat;9;9;4;233.0;600000000;Хамовники;Малая Пироговская ;8;Спортивная;Barrin House
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294669694/;Зеленоград;sale;flat;2;15;2;58.65;12742886;;;;;Екатерининский парк
hoomie;real_estate_agent;https://www.cian.ru/sale/flat/305679467/;Зеленоград;sale;flat;4;20;2;64.29;24166611;Даниловский;Автозаводская ;26;Тульская;FORST
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304689665/;Зеленоград;sale;flat;5;6;5;247.7;285000000;Пресненский;Никитский бульвар;15/16;Арбатская;
СЗ Феникс;developer;https://rostov.cian.ru/sale/flat/293615913/;Зеленоград;sale;flat;4;13;1;47.1;8379202;Советский;;;;Таймс ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302398135/;Зеленоград;sale;flat;5;17;3;105.0;130000000;Пресненский; Сергея Макеева;9к2;Улица 1905 года;RedSide
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/306888870/;Зеленоград;sale;flat;25;35;3;137.6;70000000;Щукино;Авиационная ;79К1;Щукинская;Алые Паруса
СК10;developer;https://rostov.cian.ru/sale/flat/306489398/;Зеленоград;sale;flat;2;9;2;40.15;5230000;Железнодорожный;бульвар Платова;14;;Сезоны
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308553460/;Зеленоград;sale;flat;9;12;2;99.0;96750000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
Доступный дом;real_estate_agent;https://www.cian.ru/sale/flat/293926786/;Зеленоград;sale;flat;3;17;1;35.4;14990000;; Эдварда Грига;15;Потапово;
СК10;developer;https://rostov.cian.ru/sale/flat/297424924/;Зеленоград;sale;flat;23;25;2;38.68;5440000;Октябрьский;;;;Гринсайд ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/305880612/;Зеленоград;sale;flat;2;12;5;290.0;280000000;Раменки; Улофа Пальме;7;Минская;Lake House
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308352419/;Зеленоград;sale;flat;5;7;3;75.0;41500000;Басманный; Земляной Вал;34С4;Курская;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/306899926/;Зеленоград;sale;flat;14;23;1;34.0;4893000;Кировский;;;Машиностроителей;Основинские кварталы ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/296710178/;Зеленоград;sale;flat;22;31;3;83.0;52000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
ID 413522;realtor;https://www.cian.ru/sale/flat/304329878/;Зеленоград;sale;flat;11;11;4;303.0;501000000;Хамовники;Трубецкая ;12;Фрунзенская;Садовые кварталы
СК10;developer;https://rostov.cian.ru/sale/flat/301539762/;Зеленоград;sale;flat;17;25;2;40.82;6370000;Кировский;;;;Культура ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/306566143/;Зеленоград;sale;flat;6;7;2;96.0;260000000;Хамовники; Льва Толстого;23к7с3;Парк Культуры;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/293666231/;Зеленоград;sale;flat;20;43;3;84.2;37500000;Хорошево-Мневники;Шелепихинская набережная;34к7;Шелепиха;Сердце Столицы
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/302623378/;Зеленоград;sale;flat;2;29;1;34.6;8557000;Центр; Свердлова;12;Динамо;Екатерининский парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308342623/;Зеленоград;sale;flat;3;29;4;144.6;57840000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/306453110/;Зеленоград;sale;flat;24;26;5;302.0;170000000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298036722/;Зеленоград;sale;flat;3;24;2;83.8;17350000;Центр; Большакова;66;Геологическая;RedRock
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308342982/;Зеленоград;sale;flat;5;29;4;152.0;61120000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/282555064/;Зеленоград;sale;flat;2;18;3;70.0;29950000;Беговой;Ленинградский проспект;29к3;Динамо;Царская площадь
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298038341/;Зеленоград;sale;flat;3;16;2;78.1;30792000;Центр; Февральской Революции;21;Динамо;19/05
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308449311/;Зеленоград;sale;flat;10;29;4;156.4;63650000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
ID 52825739;homeowner;https://www.cian.ru/sale/flat/307814530/;Зеленоград;sale;flat;7;15;2;46.5;23900000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
НВМ;developer;https://krasnodar.cian.ru/sale/flat/307997253/;Зеленоград;sale;flat;2;18;2;51.71;7756500;;;;;Народные Кварталы
ID 10601;realtor;https://www.cian.ru/sale/flat/307801822/;Зеленоград;sale;flat;5;5;2;42.3;28300000;Тверской;Тверская ;27С1;Маяковская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307116678/;Зеленоград;sale;flat;4;8;4;132.0;91000000;Мещанский;Большой Сухаревский переулок;11;Сухаревская;
Садовое кольцо;developer;https://kazan.cian.ru/sale/flat/308626949/;Зеленоград;sale;flat;3;21;2;72.09;19803495;Ново-Савиновский;;;Козья слобода;Савин Фемили ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308343895/;Зеленоград;sale;flat;8;29;2;69.1;31095000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
ID 285016;homeowner;https://www.cian.ru/sale/flat/307877352/;Зеленоград;sale;flat;19;21;2;51.0;26600000;Очаково-Матвеевское; Малая Очаковская;4Ак1;Озёрная;Мичуринский парк
ИНСИТИ девелопмент;developer;https://krasnodar.cian.ru/sale/flat/308023440/;Зеленоград;sale;flat;16;24;2;58.14;7987000;;;;;Микрорайон Любимово
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308896854/;Зеленоград;sale;flat;7;14;3;206.0;288277199;Арбат;Малый Новопесковский переулок;8;Смоленская;Дом на Смоленской набережной
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295368854/;Зеленоград;sale;flat;4;6;4;192.0;105000000;Тверской; Малая Дмитровка;23/15С1;Пушкинская;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/299462077/;Зеленоград;sale;flat;24;25;2;56.9;10239300;Чкаловский; 8 Марта;204Д;Чкаловская;Ботаника LIFE
ID 85604823;unknown;https://www.cian.ru/sale/flat/305768574/;Зеленоград;sale;flat;6;42;1;42.0;29000000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Елена Подстрешная;realtor;https://www.cian.ru/sale/flat/308858083/;Зеленоград;sale;flat;3;28;4;133.2;41500000;Филевский парк;Береговой проезд;1Б;Шелепиха;мой адрес На Береговом
СК10;developer;https://rostov.cian.ru/sale/flat/306489613/;Зеленоград;sale;flat;6;9;1;40.6;5310000;Железнодорожный;;;;Сезоны ЖК
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/305275545/;Зеленоград;sale;flat;11;20;3;117.1;46500000;Свиблово;проезд Серебрякова;11к1;Ботанический сад;Silver
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/293030412/;Зеленоград;sale;flat;3;9;4;225.7;169275000;Арбат;Филипповский переулок;8С1;Кропоткинская;Филипповский
СК10;developer;https://rostov.cian.ru/sale/flat/289504809/;Зеленоград;sale;flat;24;25;1;30.41;4390000;Октябрьский;;;;Гринсайд ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307587007/;Зеленоград;sale;flat;5;5;3;92.4;75000000;Пресненский;Мерзляковский переулок;13;Арбатская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296139192/;Зеленоград;sale;flat;24;44;3;69.0;31700000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/288551750/;Зеленоград;sale;flat;3;23;2;54.0;7092750;;;;;Отражение
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/292444827/;Зеленоград;sale;flat;7;8;4;200.0;110000000;Тверской;Сущевская ;31;Менделеевская;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308105474/;Зеленоград;sale;flat;2;4;4;212.1;490000000;Раменки;Минская ;2Вк5;Минская;Снегири Эко
СК10;developer;https://rostov.cian.ru/sale/flat/305717857/;Зеленоград;sale;flat;21;25;1;37.39;5565839;Кировский;;;;Культура ЖК
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/272003903/;Зеленоград;sale;flat;5;6;2;43.0;26900000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/300379704/;Зеленоград;sale;flat;2;5;5;141.2;116000000;Мещанский;Последний переулок;5С1;Сухаревская;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/303975998/;Зеленоград;sale;flat;13;19;2;51.8;7594000;Орджоникидзевский;;;Машиностроителей;Основинские кварталы ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/306947550/;Зеленоград;sale;flat;3;6;3;72.0;30000000;Тверской;Новослободская ;73К3;Савёловская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/306881657/;Зеленоград;sale;flat;23;24;5;415.0;150000000;Щукино; Маршала Бирюзова;32К1;Октябрьское поле;Две башни
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298036735/;Зеленоград;sale;flat;4;24;1;40.4;10036000;Центр; Большакова;66;Геологическая;RedRock
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/303533444/;Зеленоград;sale;flat;20;29;4;92.9;29500000;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/303395042/;Зеленоград;sale;flat;2;25;1;30.4;6288000;Орджоникидзевский;;;Машиностроителей;Основинские кварталы ЖК
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/304316370/;Зеленоград;sale;flat;6;8;4;132.0;71700000;Тверской;Тверская ;27С2;Маяковская;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/291342956/;Зеленоград;sale;flat;6;6;4;169.0;90000000;Пресненский;Мерзляковский переулок;13;Арбатская;
ПАРК АВЕНЮ;developer;https://krasnodar.cian.ru/sale/flat/307199095/;Зеленоград;sale;flat;3;6;2;45.4;5902000;Горячий Ключ; Ярославского;100В;;Ярославский
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/304330107/;Зеленоград;sale;flat;11;14;3;242.97;328500000;Хамовники; Усачева;11;Спортивная;Садовые кварталы
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307669150/;Зеленоград;sale;flat;4;4;4;174.1;330000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/297298593/;Зеленоград;sale;flat;2;17;2;52.68;6460000;д. Патрушева; Петра Ершова;12;;ЖР 
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/300298619/;Зеленоград;sale;flat;8;12;3;136.5;102000000;Раменки; Сергея Бондарчука;4;Мичуринский проспект;Река
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/297641473/;Зеленоград;sale;flat;13;21;4;174.1;163357079;Пресненский;Большой Тишинский переулок;10С1;Баррикадная;Большой Тишинский переулок, 10с1
Эталон;developer;https://ekb.cian.ru/sale/flat/308414252/;Зеленоград;sale;flat;11;16;2;47.1;6579206;Чкаловский;;;Ботаническая;Жилой район Солнечный
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/307953556/;Зеленоград;sale;flat;4;10;5;200.0;69900000;Кунцево; Маршала Тимошенко;17К2;Крылатское;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308709742/;Зеленоград;sale;flat;24;25;4;300.0;169990000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
DOGMA;developer;https://krasnodar.cian.ru/sale/flat/305421053/;Зеленоград;sale;flat;2;18;1;38.3;5162840;;;;;Парк Победы - 2
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/307581660/;Зеленоград;sale;flat;5;19;3;106.5;75000000;Раменки;Ломоносовский проспект;25к2;Университет;Dominion
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/300342112/;Зеленоград;sale;flat;40;51;3;78.0;37200000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
R1 Development;developer;https://ekb.cian.ru/sale/flat/303900194/;Зеленоград;sale;flat;2;8;2;63.63;10923108;Орджоникидзевский; Уральских Рабочих;26;Проспект Космонавтов;Банников Дом
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/306151519/;Зеленоград;sale;flat;5;8;3;123.0;74800000;Тверской;Сущевская ;31;Менделеевская;
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301916112/;Зеленоград;sale;flat;4;5;3;115.0;98000000;Хамовники;Кропоткинский переулок;4С1;Парк Культуры;
Первостроитель;developer;https://ekb.cian.ru/sale/flat/297995554/;Зеленоград;sale;flat;14;25;2;70.6;11733000;Кировский; Комсомольская;67;Геологическая;Жилой квартал Комсомольская 67
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/299890518/;Зеленоград;sale;flat;9;40;1;41.5;32000000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
Рамази Машанеишвили;realtor;https://ivanteyevka.cian.ru/sale/flat/295970399/;Зеленоград;sale;flat;8;16;4;90.0;17400000;Зеленоградский дп; Зеленый Город;4;;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300752652/;Зеленоград;sale;flat;16;19;2;50.3;9235080;Советский;;3;Горки;Светлая Долина ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/308657569/;Зеленоград;sale;flat;6;7;3;150.3;186000000;Пресненский;Садовая-Кудринская ;8-10-12;Баррикадная;
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308903077/;Зеленоград;sale;flat;7;8;3;49.0;13500000;Адлерский; Белорусская;20;;Green Sail
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298221157/;Зеленоград;sale;flat;3;9;1;55.0;18788500;Центр; Михаила Ананьева;;Динамо;Клубный дом инженера Ятеса
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307215537/;Зеленоград;sale;flat;3;14;3;138.9;236130000;Хамовники;переулок 1-й Тружеников;16;Киевская;Brodsky
Владислав Карпов;realtor;https://www.cian.ru/sale/flat/308960003/;Зеленоград;sale;flat;12;31;4;89.0;50500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Средастрой Новороссийск;developer;https://novorossiysk.cian.ru/sale/flat/307130635/;Зеленоград;sale;flat;6;17;1;42.93;8800650;;;;;Золотой берег 2
Северная Компания;developer;https://ryazan.cian.ru/sale/flat/303065634/;Зеленоград;sale;flat;2;16;2;49.4;6031500;Московский;;;;Бирюзова Парк ЖК
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/305284493/;Зеленоград;sale;flat;6;8;4;134.0;71700000;Тверской;Тверская ;27С2;Маяковская;
Мечты в квадрате;real_estate_agent;https://www.cian.ru/sale/flat/307875437/;Зеленоград;sale;flat;3;9;4;84.5;52000000;Даниловский;проспект Лихачева;20;Технопарк;Nagatino i-Land
Альянс;developer;https://rostov.cian.ru/sale/flat/293649137/;Зеленоград;sale;flat;2;7;2;77.88;28815600;Кировский;Социалистическая ;118;;Дом-резиденция Собрание
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/301550653/;Зеленоград;sale;flat;13;41;1;41.5;31000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308695817/;Зеленоград;sale;flat;23;24;4;123.0;95000000;Фили-Давыдково;Кастанаевская ;66;Кунцевская;Shome
ФСК;developer;https://kazan.cian.ru/sale/flat/308706320/;Зеленоград;sale;flat;3;7;2;42.1;5805716;;;;;ФоРест
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308711129/;Зеленоград;sale;flat;9;21;3;117.0;115000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
ID 85529538;homeowner;https://www.cian.ru/sale/flat/308928418/;Зеленоград;sale;flat;14;25;3;96.1;47750000;Раменки; Лобачевского;118к2;Аминьевская;Лобачевский
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295341650/;Зеленоград;sale;flat;2;4;2;54.97;7915680;;;;;Новый свет
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/308395572/;Зеленоград;sale;flat;11;14;3;100.0;215000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/308629847/;Зеленоград;sale;flat;26;41;2;46.0;21500000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
AVA;developer;https://krasnodar.cian.ru/sale/flat/307879803/;Зеленоград;sale;flat;9;21;2;60.35;7543750;мкр. ХБК;Уральская ;100/8;;Режиссёр
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303027445/;Зеленоград;sale;flat;3;20;1;59.0;61800000;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
